name,hex,link
Violeta,#78288c,https://es.wikipedia.org/wiki/Violeta_(color)
Violín,#a10684,https://es.wikipedia.org/wiki/Viol%C3%ADn_(color)
Viridián/Veridian,#007f5c,https://es.wikipedia.org/w/index.php?title=Viridi%C3%A1n/Veridian&action=edit&redlink=1
Wasabi,#afd77f,https://es.wikipedia.org/wiki/Verde_amarillo#Otros_ejemplos_verde-amarillos
Wengué,#3d2e2c,https://es.wikipedia.org/wiki/Wengu%C3%A9_(color)
Wisteria,#c9a0dc,https://es.wikipedia.org/wiki/Wisteria_(color)
Zafiro,#6576b4,https://es.wikipedia.org/wiki/Zafiro_(color)
Zanahoria,#ed9121,https://es.wikipedia.org/wiki/Naranja_(color)#Ejemplos_de_colores_anaranjados
Zinc,#91888b,https://es.wikipedia.org/wiki/Gris#Muestras_grises
ÁMbar,#ffbf00,https://es.wikipedia.org/wiki/%C3%81mbar_(color)
ÉBano,#37312b,https://es.wikipedia.org/wiki/Negro_(color)#Ejemplos_de_coloraciones_negras
